Image,SSIM_Input_Colour,PSNR_Input_Colour,SSIM_Bilateral_Gaussian,PSNR_Bilateral_Gaussian,SSIM_Flip_Bilateral_Gaussian,PSNR_Flip_Bilateral_Gaussian
old_photo_01.jpg,0.9572004889570973,30.2596783145307,0.9501495472265721,29.63408827358022,0.9539320640722919,29.838356809860777
old_photo_02.jpg,0.9362976476189523,29.17269539229794,0.9220376435281766,28.8672597613612,0.9288878768204619,29.92464920636969
old_photo_03.jpg,0.9373174187612618,29.72673039476032,0.9199390917421439,29.529217340862534,0.923214432266953,29.470305022370344
old_photo_04.jpg,0.9569373211608144,31.55318159974138,0.9463913301465968,30.560663563366507,0.9427213368206008,29.098504810246823
old_photo_05.jpg,0.9736463652890497,30.514108310033492,0.8370597708048918,29.36437479037381,0.827531581629874,29.252601853551138
old_photo_06.jpg,0.945124959649275,29.233048582962013,0.8213688459275792,28.730550365922145,0.828872267230853,29.527042883634852
old_photo_07.jpg,0.9489173956223317,28.421114793931036,0.7918155918571395,27.802383140453315,0.7735503983251015,27.894318477872275
old_photo_08.jpeg,0.9403841546148568,28.23697286437418,0.8898147483428153,28.288050470733626,0.8913577925753643,28.30647904992409
old_photo_09.jpeg,0.9741779151494264,29.87366321164769,0.8525065426228818,29.45891285597249,0.8404815192703886,29.00767986867947
old_photo_10.jpg,0.9284642328107778,29.258934167528633,0.8874594541793472,29.115376397095346,0.881115521663888,29.166827528147287
old_photo_11.jpg,0.9678616688425374,31.015533495254772,0.9505317707439688,29.98869201593811,0.9430426235461121,30.67933473676323
old_photo_12.jpg,0.9260805804945672,29.400474783424816,0.8972964568927088,29.21329900341851,0.9105337871325195,29.897808089311646
old_photo_13.jpg,0.9100777899966842,31.171960317151957,0.907943509697831,31.067999463833736,0.9187083256252347,31.527270778350008
old_photo_14.jpg,0.9656853078400078,32.16614468656702,0.8315500754923176,30.358207771191644,0.8235739426594998,30.90774138090293
old_photo_15.jpg,0.9611704035806931,30.950418502247082,0.9137485089458898,30.777790684436074,0.9087092494211553,30.636596366375702
old_photo_16.jpg,0.9418871326589408,30.063086114980663,0.9200475917893526,29.935452803024628,0.9195141031958682,29.974088950826538
old_photo_18.jpg,0.951195349115265,29.318671668546603,0.8529559935906029,28.57277157141371,0.8591458792209364,29.2937072079844
old_photo_19.jpg,0.9308668986812373,28.648889545117903,0.9118926967142466,28.60902801309635,0.9133953600675264,28.568099963422917
old_photo_20.jpg,0.9798234546205601,32.62015756047457,0.7676852117070112,30.220409547428076,0.7575407738038402,30.153099055126052
old_photo_21.jpg,0.9716547286956838,30.729470881159052,0.913098170038397,31.308567188118115,0.906723878981924,31.753219261216397
old_photo_23.jpg,0.9558187514996339,28.753841655996247,0.8850436697085465,28.676461390748088,0.8882654389767852,29.205820142235787
old_photo_24.jpg,0.9300703397522377,28.997559438319914,0.6708208172349935,28.771299855781148,0.6618958935114289,28.840719325729474
old_photo_25.jpg,0.9549104915589609,29.97851310336811,0.8491352049340785,29.307183762505304,0.831462867287415,29.067494084372115
old_photo_26.jpg,0.9638294003483022,30.141987618447263,0.8012301843822297,29.5714978437868,0.7879034622299201,29.246058498384933
old_photo_27.jpg,0.9620943993213759,30.035852672198125,0.7687390621159098,29.603765926636303,0.7482079653775933,29.02339703688767
old_photo_28.jpg,0.9323800465117849,28.982290327747595,0.7918731213696462,28.92091181055374,0.7920909503739167,28.89910844687147
old_photo_29.jpg,0.9714557790124378,29.825966878393043,0.9514242481211386,29.47045896866122,0.9451794626087692,29.024571577799474
old_photo_30.jpg,0.9147436658459336,28.717050183900557,0.9102706336565843,28.150403022246714,0.9196457007107041,28.712198729921585
Average,0.9496455031432387,29.920285609467953,0.8683510533397714,29.42410991437641,0.8652573019788187,29.532039255112107
