Image,SSIM_Input_Colour,PSNR_Input_Colour,SSIM_Guided_Filter,PSNR_Guided_Filter,SSIM_Bilateral_Filter,PSNR_Bilateral_Filter,SSIM_Clahe_Filter,PSNR_Clahe_Filter
old_photo_01.jpg,0.9572004889570973,30.2596783145307,0.9140688131769013,29.10155373243017,0.9568912113379678,30.015094979385427,0.7621445093372085,28.314568103983817
old_photo_02.jpg,0.9362976476189523,29.17269539229794,0.8650832479397562,28.085011823586594,0.9386815302282076,29.12081563862122,0.8159976556357466,28.557125420856874
old_photo_03.jpg,0.9373174187612618,29.72673039476032,0.8982098536181602,29.496492536820046,0.9379008605297211,29.753847286230076,0.8261112079966924,28.584756449756945
old_photo_04.jpg,0.9569373211608144,31.55318159974138,0.9201342057321241,29.086630872101654,0.9588603610781613,31.792588245825087,0.8367877001339387,28.3462051383271
old_photo_05.jpg,0.9736463652890497,30.514108310033492,0.8748186755567907,29.443209672330767,0.9739881429470651,30.569244761152564,0.8504327242821293,28.38272443082696
old_photo_06.jpg,0.945124959649275,29.233048582962013,0.8121262736177566,28.72573956921891,0.9459501226148842,29.218268527587504,0.7857035202921736,28.190061900639755
old_photo_07.jpg,0.9489173956223317,28.421114793931036,0.756783763630844,28.022549683087014,0.9511647094249085,28.3978419860701,0.7254170065579215,28.226831350518427
old_photo_10.jpg,0.9284642328107778,29.258934167528633,0.8713022025634469,29.037412788395013,0.9276614314165972,29.27836094520808,0.8364241056326264,28.28039183135371
old_photo_11.jpg,0.9678616688425374,31.015533495254772,0.9121372934776412,29.660016697774807,0.9679989946505544,30.846543860255082,0.8091359544258122,28.356104437452785
old_photo_12.jpg,0.9260805804945672,29.400474783424816,0.8417244640465947,29.030931280479745,0.927863052581476,29.32673672898566,0.7672667521525622,28.55440192462959
old_photo_13.jpg,0.9100777899966842,31.171960317151957,0.8854655112970771,30.743471583733232,0.9110773740681237,31.20686946068069,0.8401522038025298,28.911051998726723
old_photo_14.jpg,0.9656853078400078,32.16614468656702,0.7977187451300184,29.833940524893375,0.9669707261419443,32.014783912149184,0.7419959543498155,28.20170305384822
old_photo_15.jpg,0.9611704035806931,30.950418502247082,0.8592040134450717,30.33531849850504,0.960705953554292,31.007273285077414,0.7928225417742724,28.17662175627968
old_photo_16.jpg,0.9418871326589408,30.063086114980663,0.8520350446661068,29.72777249036179,0.9391429490302299,29.939567394986245,0.7567812571053519,28.25736267356755
old_photo_18.jpg,0.951195349115265,29.318671668546603,0.7757343992293192,28.80736681999787,0.9413163160342491,28.896247410815405,0.8161851505416488,28.32750216246524
old_photo_19.jpg,0.9308668986812373,28.648889545117903,0.8585030256971719,28.638001437123627,0.9320195772605372,28.67759745033392,0.774825366728653,28.1425292455068
old_photo_20.jpg,0.9798234546205601,32.62015756047457,0.7186896760561409,29.69249201690743,0.9697911221227343,32.68347622336421,0.7895550767821895,28.38027044342433
old_photo_21.jpg,0.9716547286956838,30.729470881159052,0.7931601783574638,30.525311045790794,0.9745396126128784,31.07911875620049,0.7442406993541367,28.174273998893938
old_photo_23.jpg,0.9558187514996339,28.753841655996247,0.863866021087341,29.90489588418516,0.9533347118687251,28.74879677084855,0.79620716310274,28.174486796948734
old_photo_24.jpg,0.9300703397522377,28.997559438319914,0.7575665993121435,28.97017949117254,0.9343498793080697,29.069427055636492,0.7164089863223301,28.176773939959112
old_photo_25.jpg,0.9549104915589609,29.97851310336811,0.8609428712301327,29.6482055217523,0.9558710869297692,30.010154737543303,0.7925452232696166,28.275119573227276
old_photo_26.jpg,0.9638294003483022,30.141987618447263,0.7907493313710962,29.388792425390058,0.9652325081793415,30.179117894560314,0.7595089053455865,28.53067631504436
old_photo_27.jpg,0.9620943993213759,30.035852672198125,0.797962843618213,29.20245124550143,0.964433116574606,30.042363564216217,0.7668459478098497,28.516880722876863
old_photo_28.jpg,0.9323800465117849,28.982290327747595,0.8256039973570438,28.987948700802203,0.9334496930054623,28.959786896458528,0.7867526776835909,28.426579645324704
old_photo_29.jpg,0.9714557790124378,29.825966878393043,0.9145420805188292,29.303314981525148,0.9686531921127367,29.65072300621005,0.8086119781173636,28.316011543028893
old_photo_30.jpg,0.9147436658459336,28.717050183900557,0.779914601476808,27.93634869269683,0.9141523981664533,28.62693265805085,0.7619900259600053,28.245388361572733
Average,0.9490581545479385,29.986821576503107,0.8383864512773075,29.28212923140629,0.9489231012992191,29.9658299783251,0.7869557805575573,28.347169354578508
